the_geom,OBJECTID,GlobalID,Location,Hydrant_ID,Hydrant Number,Street Number,Hydrant Type,Street Name,Hydrant Color & Main Size,Last Used,Nozzle Diameter,Main Diameter,Cross Street,Date Collected,Map Quad,Hydrant Color,Hydrant Valve,Y,Dead End,X,Map Number,Inspection District,Last Used By,Supply Diameter,Comments
POINT (-78.851332956142 42.900235511269),"1,191",{91B001B2-1D61-48AE-A9FF-B5B289597B60},468 HIGH,12-8-D2A-0115,115,NEC,MUELLER,PERSHING,"RED w/ RED CAP, 6",,,6,HIGH,01/01/1990 12:00:00 AM +0000,D2A,RED w/ RED CAP,YES,"1,056,830.412",NO,"1,076,484.3670000001",12,8,,0,
POINT (-78.811975712704 42.915854021527),190,{4F4D3C10-2CB1-4D1A-BA26-1726AF96491B},20W 10S POLE 85,10-6-C3B-0100,100,88,RD WOOD,HAVEN,"RED w/ RED CAP, 6",,,6,GENESEE,04/07/2006 12:00:00 AM +0000,C3B,RED w/ RED CAP,YES,"1,062,491.4399999999",YES,"1,087,045.1399999999",10,6,,0,
POINT (-78.88493138092 42.899184686321),592,{2E1F2AAC-B5C1-4714-8E3F-49FBF646E902},8N NO PARKING SIGN,11-1-D1B-0023,23,237,HOWARD IRON,WEST,"RED w/ WHITE CAP, 20",,,20,PENNSYLVANIA,08/31/2006 12:00:00 AM +0000,D1B,RED w/ WHITE CAP,YES,"1,056,477.902",NO,"1,067,480.692",11,1,,0,
POINT (-78.835447624598 42.942343790196),"5,340",{E53F670E-059A-4A58-A19B-EF1DAFD15DD1},15SE SEC; 25NW POLE 3,3-5-A3C-0078,78,SEC,RD WOOD,MAIN,"RED w/ RED CAP, 6",,,6,BENWOOD,07/06/2005 12:00:00 AM +0000,A3C,RED w/ RED CAP,YES,"1,072,163.5900000001",NO,"1,080,786.6399999999",3,5,,0,
POINT (-78.821935292147 42.924211492462),"6,871",{41B347CD-5D59-4689-B337-93F9C10960A9},6S POLE 344,7-6-B3D-0045,45,344,KENNEDY JUMBO,CORNWALL,"RED w/ RED CAP, 6",,,6,E DELAVAN,03/24/2006 12:00:00 AM +0000,B3D,RED w/ RED CAP,YES,"1,065,544.72",NO,"1,084,385.8999999999",7,6,,0,
POINT (-78.829066224779 42.927187960933),"6,927",{5D502972-8A8E-4720-91F5-B9F548DD5D2F},30S POLE 4655,7-6-B3D-0102,102,SEC,HOWARD IRON,GRIDER,"RED w/ RED CAP, 6",,,6,SUSSEX,03/24/2006 12:00:00 AM +0000,B3D,RED w/ RED CAP,YES,"1,066,634.99",NO,"1,082,479.1599999999",7,6,,0,
POINT (-78.823860799445 42.899431978644),"1,714",{7EDA1856-B7B9-47B3-AE10-8633DC0B5DAC},11S POLE 132,13-6-D3A-0036,36,OPP 125,HOWARD IRON,MILLER,"RED w/ RED CAP, 0",,,6,EMPIRE,04/17/2006 12:00:00 AM +0000,D3A,RED w/ RED CAP,YES,"1,056,515.3300000001",YES,"1,083,844.3700000001",13,6,,0,
POINT (-78.823696139847 42.855970287294),"3,920",{EB956714-55DB-4215-AB23-D2A810A30D4F},12S SWC; 13E 10S POLE N3,19-10-F2D-0024,24,SWC,MUELLER,ABBOTT,"RED w/ WHITE CAP, 16",,,16,SOUTHSIDE,08/30/2006 12:00:00 AM +0000,F2D,RED w/ WHITE CAP,YES,"1,040,675.747",NO,"1,083,843.2749999999",19,10,,0,
POINT (-78.891068738391 42.911112999774),"7,328",{13FA885E-954A-4ECD-93EE-D17D3162C557},24E SEC; 16N 20E STOP SIGN,8-2-C1D-0059,59,SEC,HOWARD IRON,MASSACHUSETTS,"RED w/ WHITE CAP, 36",,,36,FOURTEENTH,07/26/2006 12:00:00 AM +0000,C1D,RED w/ WHITE CAP,YES,"1,060,831.108",NO,"1,065,852.1270000001",8,2,,0,
POINT (-78.856329059001 42.89846558967),"1,204",{2F25A835-23E8-4B03-A33B-D9C1D88E5AC4},6W POLE 338,12-8-D2A-0128,128,NEC,HOWARD IRON,CARLTON,"RED w/ RED CAP, 6",,,6,GRAPE,01/01/1990 12:00:00 AM +0000,D2A,RED w/ RED CAP,YES,"1,056,189.6699999999",NO,"1,075,143.628",12,8,,0,
POINT (-78.873844093801 42.900164231482),642,{11A7D93E-036E-49E8-B71C-5F8F4E76652D},OPP 589 DELAWARE,11-1-D1B-0073,73,584,MUELLER,DELAWARE,"RED w/ RED CAP, 8",,,8,ALLEN,09/01/2006 12:00:00 AM +0000,D1B,RED w/ RED CAP,YES,"1,056,824.446",NO,"1,070,452.683",11,1,,0,
POINT (-78.82271631162 42.918949704941),33,{16C4751C-495C-47F9-B22A-BAE315BDD45C},25W 2N POLE 99,10-6-C3A-0033,33,NWC,HOWARD IRON,CAMBRIDGE,"RED w/ RED CAP, 8",,,8,NORTHLAND,04/07/2006 12:00:00 AM +0000,C3A,RED w/ RED CAP,YES,"1,063,627.6599999999",NO,"1,084,171.26",10,6,,0,
POINT (-78.821632762781 42.93784165413),"6,440",{A3FA048A-8BDE-436D-BD1B-ECB2C453C218},30W POLE 109,7-5-B3A-0024,24,NWC,OTHER,PARKRIDGE,"RED w/ RED CAP, 6",,,6,HUTCHINSON,02/22/2006 12:00:00 AM +0000,B3A,RED w/ RED CAP,YES,"1,070,512",NO,"1,084,481",7,5,,0,
POINT (-78.889797388482 42.95666047922),"2,223",{1CACB6DE-652B-4651-B72B-212E5335673F},32W NWC; OPP POLE 8,1-3-A1B-0090,90,NWC,MUELLER,MILITARY,"RED w/ WHITE CAP, 20",,,20,SKILLEN,07/25/2005 12:00:00 AM +0000,A1B,RED w/ WHITE CAP,YES,"1,077,429.6499999999",NO,"1,066,253.1899999999",1,3,,0,
POINT (-78.818339878086 42.92702538203),"6,835",{4B749E0F-13FC-45FB-875F-6130BEAA459C},10E POLE 171,7-6-B3D-0009,9,SEC,MUELLER,OLYMPIC,"RED w/ RED CAP, 6",,,6,ALMA,03/08/2006 12:00:00 AM +0000,B3D,RED w/ RED CAP,YES,"1,066,567.53",NO,"1,085,351.74",7,6,,0,
POINT (-78.824337843049 42.912759892487),54,{10DE62E1-A4FE-4491-AB60-E3AA66164E2A},2N POLE 328,10-6-C3A-0054,54,SWC,HOWARD IRON,MOSELLE,"RED w/ RED CAP, 6",,,6,HURLOCK,04/13/2006 12:00:00 AM +0000,C3A,RED w/ RED CAP,YES,"1,061,373.03",NO,"1,083,730.46",10,6,,0,
POINT (-78.835642368884 42.884209507566),"3,271",{ED9CA484-663F-4847-9A77-6870C0ACEBBA},28E 16S POLE 110,15-9-E2B-0033,33,107,MUELLER,THOMAS,"RED w/ RED CAP, 6",,,6,HOWARD,08/03/2006 12:00:00 AM +0000,E2B,RED w/ RED CAP,YES,"1,050,976.7830000001",NO,"1,080,670.969",15,9,,0,
POINT (-78.828769417153 42.881815810462),"3,337",{14A8CA1C-6A11-4DD7-B044-D551D7B0743E},29N POLE 677,16-9-E3A-0040,40,NEC,KENNEDY K-11,HOWARD,"RED w/ RED CAP, 10",,,10,DEPOT,08/01/2006 12:00:00 AM +0000,E3A,RED w/ RED CAP,YES,"1,050,098.963",NO,"1,082,510.429",16,9,,0,
POINT (-78.893737755105 42.929884856723),"6,006",{72C0120F-267E-4C42-9957-BB45F87295F1},8S BULK TANK 102-A; 50S 25W POLE 54,5-3-B1D-0020,20,CPL PARKING LOT,RD WOOD,BRADLEY,"RED w/ RED CAP, 8",,,8,FERNWOOD,09/13/2006 12:00:00 AM +0000,B1D,RED w/ RED CAP,YES,"1,067,675.1240000001",NO,"1,065,162.361",5,3,,0,
POINT (-78.808821050016 42.841946346414),"4,397",{6537BAE9-EF2E-42B2-95BA-236BF0B83A71},13N 2W NWC,21-10-G2B-0062,62,819,MATHEWS NEW,ABBOTT,"RED w/ RED CAP, 12",,,12,WOODSIDE,04/21/2005 12:00:00 AM +0000,G2B,RED w/ RED CAP,YES,"1,035,553.77",NO,"1,087,818.05",21,10,,0,
POINT (-78.850518918522 42.876916740508),"3,154",{5B05245F-DB39-43AD-9631-4400F82FFF08},4S POLE 15; 12N STOP SIGN,15-8-E2A-0136,136,NWC,MUELLER,HAGERMAN,"RED w/ RED CAP, 8",,,8,SWAN,09/20/2006 12:00:00 AM +0000,E2A,RED w/ RED CAP,YES,"1,048,331.259",NO,"1,076,675.507",15,8,,0,
POINT (-78.80797468751 42.939429236928),"6,594",{7EC12001-B7B6-4FF0-A46D-6C3F1C0283AB},,7-6-B3B-0030,30,158,HOWARD IRON,BICKFORD,"RED w/ RED CAP, 6",,,6,ORLEANS,02/21/2006 12:00:00 AM +0000,B3B,RED w/ RED CAP,NO,"1,071,080.53",NO,"1,088,139.8400000001",7,6,,0,
POINT (-78.862671182395 42.901186415978),"1,138",{87EDDD50-8137-4852-B40A-0243A2144F4B},40S BUS STOP SIGN,12-8-D2A-0061,61,SEC,KENNEDY K-81,MICHIGAN,"RED w/ RED CAP, 10",,,10,GOODRICH,01/01/1990 12:00:00 AM +0000,D2A,RED w/ RED CAP,YES,"1,057,186.845",NO,"1,073,447.5730000001",12,8,,0,
POINT (-78.858877793232 42.87686291259),"2,752",{948E9240-911B-40BA-A52B-99DF63D64E85},15S POLE 36,15-11-E2A-0016,16,,KENNEDY K-81,ALABAMA,"RED w/ RED CAP, 8",,,8,SENECA,09/21/2006 12:00:00 AM +0000,E2A,RED w/ RED CAP,YES,"1,048,318.862",NO,"1,074,434.9369999999",15,11,,0,
POINT (-78.818342993024 42.834630053456),"4,505",{D18A0DBA-E35C-4110-A85D-A0C0C4B65830},49S POLE 147 DOWNING,21-10-G2C-0014,14,SWC,MUELLER,JULIUS,"RED w/ RED CAP, 6",,,6,DOWNING,04/28/2005 12:00:00 AM +0000,G2C,RED w/ RED CAP,YES,"1,032,894.37",NO,"1,085,256.9199999999",21,10,,0,
POINT (-78.892148281783 42.897905694678),521,{79243C61-7B5F-4006-840F-473BCF8EA57C},,11-1-D1A-0062,62,487,KENNEDY K-81,BUSTI,"RED w/ WHITE CAP, 0",,,0,PENNSYLVANIA,08/31/2006 12:00:00 AM +0000,D1A,RED w/ WHITE CAP,YES,"1,056,018.7879999999",NO,"1,065,545.2649999999",11,1,,0,
POINT (-78.849768864708 42.926894400079),"6,387",{78141296-9193-4186-B9B0-51584C411273},25W 2S POLE 235,6-7-B2C-0049,49,231,RD WOOD,HUMBOLDT,"RED w/ RED CAP, 6",,,6,GLENDALE,03/30/2006 12:00:00 AM +0000,B2C,RED w/ RED CAP,YES,"1,066,544.8799999999",NO,"1,076,934.21",6,7,,0,
POINT (-78.869367478249 42.880068036414),"2,674",{05343ABC-02C3-44E7-A627-0D8D0B69A305},4S 3E SEC; 3N 4E NWC SENECA PLUMBING,14-8-E1B-0004,4,SEC,MUELLER,MICHIGAN,"RED w/ RED CAP, 8",,,8,MYRTLE,06/13/2006 12:00:00 AM +0000,E1B,RED w/ RED CAP,YES,"1,049,496.334",NO,"1,071,627.2560000001",14,8,,0,
POINT (-78.897374114313 42.930729991948),"5,996",{15E37E9B-4F69-4B1C-B773-C26240422674},OPP 57 TONAWANDA; 24N 40W POLE 57,5-3-B1D-0010,10,NWC,RD WOOD,TONAWANDA,"RED w/ WHITE CAP, 48",,,48,WEST,09/12/2006 12:00:00 AM +0000,B1D,RED w/ WHITE CAP,YES,"1,067,986.7479999999",NO,"1,064,189.6580000001",5,3,,0,
POINT (-78.819422641362 42.943065434921),"5,564",{CE4B681E-4D54-4B86-A44F-ADCCA4063BB9},40E POLE 117,4-5-A4D-0081,81,121,MUELLER,DUNLOP,"RED w/ RED CAP, 6",,,6,PARKRIDGE,06/16/2005 12:00:00 AM +0000,A4D,RED w/ RED CAP,YES,"1,072,414.1399999999",NO,"1,085,078.1599999999",4,5,,0,
POINT (-78.855359255757 42.90202219211),"1,177",{3B0744AA-A32B-496C-8B3C-52438EC4B02D},343 E NORTH,12-8-D2A-0101,101,SWC,MUELLER,E NORTH,"RED w/ RED CAP, 6",,,6,GRAPE,01/01/1990 12:00:00 AM +0000,D2A,RED w/ RED CAP,YES,"1,057,485.0249999999",NO,"1,075,407.672",12,8,,0,
POINT (-78.834969089149 42.937922842264),"6,291",{E5C968E8-8429-4D07-8808-7205B1552B9B},3W NWC,6-5-B2B-0108,108,NWC,KENNEDY K-81,HOLDEN,"RED w/ RED CAP, 8",,,8,CHALMERS,11/04/2005 12:00:00 AM +0000,B2B,RED w/ RED CAP,YES,"1,070,551.99",NO,"1,080,909.95",6,5,,0,
POINT (-78.81648540895 42.850025153824),"3,865",{9FB1FBA1-33C8-4422-9824-8C9ECF42FD22},31E 13S POLE 86,19-10-F2C-0063,63,85,HOWARD IRON,STRATHMORE,"RED w/ RED CAP, 6",,,6,ABBOTT,06/15/2005 12:00:00 AM +0000,F2C,RED w/ RED CAP,YES,"1,038,503.64",NO,"1,085,770.6899999999",19,10,,0,
POINT (-78.833382794187 42.932763279438),"6,494",{DEAA34E1-03E5-475A-A83C-ED3B499D751A},NEAR CHURCH,7-5-B3A-0078,78,OPP 332,KENNEDY K-81,LEROY,"RED w/ RED CAP, 8",,,8,HILL,02/24/2006 12:00:00 AM +0000,B3A,RED w/ RED CAP,YES,"1,068,670.3200000001",NO,"1,081,329.1299999999",7,5,,0,
POINT (-78.825823053534 42.863837280809),"3,781",{FD3A8C56-4D80-4774-B89A-6EC8CB628807},33S 3W POLE 290,19-10-F2A-0065,65,OPP 291,MUELLER,BAILEY,"RED w/ WHITE CAP, 36",,,36,ELK,05/25/2005 12:00:00 AM +0000,F2A,RED w/ WHITE CAP,YES,"1,043,544.47",NO,"1,083,281.24",19,10,,0,
POINT (-78.826815692251 42.925840922675),"6,895",{6CEBAB8B-2CDB-44B0-9575-D51E4413EB2C},25W POLE 125,7-6-B3D-0069,69,126,KENNEDY JUMBO,DEERFIELD,"RED w/ RED CAP, 6",,,6,LITCHFIELD,03/24/2006 12:00:00 AM +0000,B3D,RED w/ RED CAP,YES,"1,066,142.3100000001",NO,"1,083,080.48",7,6,,0,
POINT (-78.833463469655 42.935194328263),"6,514",{A601783A-9716-4947-A79E-E11F37156AC8},,7-5-B3A-0098,98,OPP 152,HOWARD IRON,VICTORIA,"RED w/ RED CAP, 6",,,6,HILL,02/24/2006 12:00:00 AM +0000,B3A,RED w/ RED CAP,YES,"1,069,556.3799999999",NO,"1,081,310.1599999999",7,5,,0,
POINT (-78.808929290614 42.938899852928),"6,593",{7D6158E5-11D8-4100-B050-FC16E2663E8A},,7-6-B3B-0029,29,NEC,OTHER,ALICE,"RED w/ RED CAP, 6",,,6,BICKFORD,02/21/2006 12:00:00 AM +0000,B3B,RED w/ RED CAP,NO,"1,070,888.28",NO,"1,087,883.71",7,6,,0,
POINT (-78.817194515874 42.940128346677),"6,523",{7EF436A4-2917-48B3-B0CA-3862E7C20A74},,7-5-B3B-0003,3,SEC,MATHEWS NEW,EAST AMHERST,"RED w/ RED CAP, 6",,,6,COMSTOCK,02/24/2006 12:00:00 AM +0000,B3B,RED w/ RED CAP,YES,"1,071,342.05",NO,"1,085,671.77",7,5,,0,
POINT (-78.827797791998 42.852924738465),"3,973",{DC9BF3A0-FAA4-4933-9075-DE95AD4944D7},30S 9E POLE 50 MACAMLEY,19-10-F2D-0077,77,47,MUELLER,MACAMLEY,"RED w/ RED CAP, 6",,,6,SOUTH PARK,08/31/2006 12:00:00 AM +0000,F2D,RED w/ RED CAP,NO,"1,039,568.977",NO,"1,082,740.2790000001",19,10,,0,
POINT (-78.853834804199 42.919288915068),"7,475",{36D5FAEC-76AD-42EC-A967-177A127B89EB},8E POLE 1619,9-7-C2A-0029,29,SEC,MUELLER,JEFFERSON,"RED w/ WHITE CAP, 16",,,16,NORTHLAND,09/27/2006 12:00:00 AM +0000,C2A,RED w/ WHITE CAP,YES,"1,063,776.541",NO,"1,075,836.3470000001",9,7,,0,
POINT (-78.887511379768 42.911418186422),"7,342",{7A321F21-5681-4BE4-98C9-1D4BEFD03906},10W NWC; OPP 562 W UTICA,8-2-C1D-0073,73,NWC,MUELLER,W UTICA,"RED w/ RED CAP, 6",,,6,SHIELDS,07/26/2006 12:00:00 AM +0000,C1D,RED w/ RED CAP,YES,"1,060,938.868",NO,"1,066,805.514",8,2,,0,
POINT (-78.883502879471 42.895272354242),606,{78D472AB-6360-4582-9750-590BDA8FD05B},32E 37S POLE 186,11-1-D1B-0037,37,179,MUELLER,WHITNEY,"RED w/ RED CAP, 8",,,8,VIRGINIA,08/31/2006 12:00:00 AM +0000,D1B,RED w/ RED CAP,YES,"1,055,050.693",NO,"1,067,858.3640000001",11,1,,0,
POINT (-78.817712884983 42.925358342934),"6,831",{C8216280-B178-4005-8311-D9809709DD5F},15NE POLE 101,7-6-B3D-0005,5,SEC,HOWARD IRON,OLYMPIC,"RED w/ RED CAP, 6",,,6,SCHRECK,03/08/2006 12:00:00 AM +0000,B3D,RED w/ RED CAP,YES,"1,065,959.51",NO,"1,085,517.97",7,6,,0,
POINT (-78.87339043896 42.901539580592),641,{B014A3D2-7E1A-4DBA-B796-F5084CFE4F52},OPP 633 DELAWARE; WALGREENS,11-1-D1B-0072,72,636,MUELLER,DELAWARE,"RED w/ RED CAP, 8",,,8,NORTH,09/01/2006 12:00:00 AM +0000,D1B,RED w/ RED CAP,YES,"1,057,325.27",NO,"1,070,575.9620000001",11,1,,0,
POINT (-78.817490574835 42.884745309478),"1,984",{647FE80D-D3F0-4990-A47E-EEDD1872A957},21W POLE 1407; 52S 25W POLE 1406,13-9-D3D-0007,7,1379,MUELLER,WILLIAM,"RED w/ WHITE CAP, 36",,,36,BUD MIL,05/05/2006 12:00:00 AM +0000,D3D,RED w/ WHITE CAP,YES,"1,051,158",NO,"1,085,536.3300000001",13,9,,0,
POINT (-78.852824018388 42.90739639697),"7,848",{93C2AD69-D1C6-4CB8-8336-E1CD5666C1FE},6E POLE 377,9-7-C2D-0080,80,SWC,HOWARD IRON,NORTHAMPTON,"RED w/ RED CAP, 6",,,6,GERHARDT,10/11/2006 12:00:00 AM +0000,C2D,RED w/ RED CAP,YES,"1,059,441.459",NO,"1,076,093.2109999999",9,7,,0,
POINT (-78.801138895162 42.877896963199),"3,404",{8FA7534B-0489-4B2E-9D64-281F91A3DBC9},45E 21N POLE 600,16-9-E3B-0051,51,NEC,MUELLER,DINGENS,"RED w/ RED CAP, 12",,,12,S OGDEN,07/28/2006 12:00:00 AM +0000,E3B,RED w/ RED CAP,YES,"1,048,650.3810000001",NO,"1,089,912.209",16,9,,0,
POINT (-78.805056116048 42.919773474516),116,{8F383E5D-1C61-4FB4-B8BD-F5D6302CE5FF},20N 20W POLE 125,10-6-C3B-0026,26,132,HOWARD IRON,FLOSS,"RED w/ RED CAP, 6",,,6,LANG,04/06/2006 12:00:00 AM +0000,C3B,RED w/ RED CAP,YES,"1,063,914.9199999999",NO,"1,088,902.46",10,6,,0,
POINT (-78.854435509064 42.956213267486),"4,780",{3A71AB0C-3D48-4A2B-8FCE-788C016BD2A7},15W NWC; 4W POLE 400,2-4-A2B-0044,44,NWC,KENNEDY K-81,ST LAWRENCE,"RED w/ RED CAP, 8",,,8,HOBMOOR,07/12/2005 12:00:00 AM +0000,A2B,RED w/ RED CAP,NO,"1,077,234.1499999999",NO,"1,075,718.8200000001",2,4,,0,
POINT (-78.832683870041 42.918849295259),424,{79E4ABA0-53F8-4939-AD15-E7905123048E},30S 4E POLE 726,10-7-C3A-0008,8,SWC,HOWARD IRON,NORTHLAND,"RED w/ RED CAP, 8",,,8,DUTTON,04/21/2006 12:00:00 AM +0000,C3A,RED w/ RED CAP,YES,"1,063,598.8200000001",NO,"1,081,501.27",10,7,,0,
POINT (-78.824913541014 42.873011304997),"3,538",{BB50C78A-8EBD-46CD-8932-07EBCE5D8120},45W 7S POLE 31,16-9-E3D-0014,14,26,HOWARD IRON,HOBART,"RED w/ RED CAP, 6",,,6,DOROTHY,08/01/2006 12:00:00 AM +0000,E3D,RED w/ RED CAP,YES,"1,046,887.204",NO,"1,083,534.6669999999",16,9,,0,
POINT (-78.801013879659 42.873442604162),"3,422",{95436EAA-3FDA-42A6-9856-39F1B697EB2D},42W 35S POLE 59,16-9-E3C-0011,11,58,OTHER,WHEELOCK,"RED w/ RED CAP, 6",,,6,CLINTON,07/26/2006 12:00:00 AM +0000,E3C,RED w/ RED CAP,YES,"1,047,026.92",NO,"1,089,941.5209999999",16,9,,0,
POINT (-78.848868576601 42.884206820858),"3,218",{700824D1-ED37-4630-9C9F-12390D4AC4DA},25N POLE 281; 31E POLE 288,15-8-E2B-0067,67,285,RD WOOD,EMSLIE,"RED w/ RED CAP, 6",,,6,HOWARD,09/22/2006 12:00:00 AM +0000,E2B,RED w/ RED CAP,YES,"1,050,986.7050000001",NO,"1,077,126.2420000001",15,8,,0,
POINT (-78.812063405599 42.935049596311),"6,622",{30B1AD90-326C-4597-A00E-D8BC72E98E10},,7-6-B3B-0058,58,37,KENNEDY K-81,MILLICENT,"RED w/ RED CAP, 6",,,6,BAILEY,02/22/2006 12:00:00 AM +0000,B3B,RED w/ RED CAP,YES,"1,069,487.3200000001",NO,"1,087,040.6699999999",7,6,,0,
POINT (-78.807925715774 42.866635677824),"3,480",{6758ADCF-5413-49E0-B149-A4B9581CF2FE},30W 37S POLE 73,16-9-E3C-0069,69,69,MUELLER,WEIMAR,"RED w/ RED CAP, 8",,,8,CASIMIR,07/27/2006 12:00:00 AM +0000,E3C,RED w/ RED CAP,YES,"1,044,551.029",NO,"1,088,082.159",16,9,,0,
POINT (-78.899416361554 42.965761014005),"2,159",{0FFDCF64-4D49-4FDA-A179-35AD9AB40E58},10S 10E NEC; 8W POLE 478-1,1-3-A1B-0026,26,NEC,MUELLER,VULCAN,"RED w/ WHITE CAP, 12",,,12,SEABROOK,07/21/2005 12:00:00 AM +0000,A1B,RED w/ WHITE CAP,YES,"1,080,755.8899999999",NO,"1,063,690.72",1,3,,0,
POINT (-78.832480514786 42.956836321428),"5,202",{A5B88139-D027-4950-8F1D-CF23A24733ED},22N 22E POLE 48,3-5-A3B-0059,59,43,MUELLER,NICHOLSON,"RED w/ RED CAP, 6",,,6,NORTH PARKER,06/22/2005 12:00:00 AM +0000,A3B,RED w/ RED CAP,YES,"1,077,443.04",NO,"1,081,596.75",3,5,,0,
POINT (-78.877364794528 42.937898324578),"6,052",{9A4D6FEB-8C60-48D3-B26D-DA339AF1C7AC},20N 16E POLE 130,5-4-B1B-0032,32,125,HOWARD IRON,CHATHAM,"RED w/ RED CAP, 6",,,6,ELMWOOD,08/09/2005 12:00:00 AM +0000,B1B,RED w/ RED CAP,YES,"1,070,579.8799999999",NO,"1,069,557.4099999999",5,4,,0,
POINT (-78.878645370959 42.895241268807),693,{BC2649A8-3AE3-4F19-A25D-7FF72B89ED46},40W 20MPH SIGN,11-1-D1B-0128,128,OPP 80,MUELLER,TRINITY,"RED w/ RED CAP, 8",,,8,VIRGINIA,09/05/2006 12:00:00 AM +0000,D1B,RED w/ RED CAP,YES,"1,055,034.76",NO,"1,069,159.9410000001",11,1,,0,
POINT (-78.821759083554 42.930122279772),"6,914",{AE28F009-B785-4ECF-A9DA-5811E90FF3A1},15W POLE 197,7-6-B3D-0088,88,SWC,KENNEDY K-81,WILLIAM L GAITER,"RED w/ RED CAP, 6",,,6,WARWICK,03/24/2006 12:00:00 AM +0000,B3D,RED w/ RED CAP,YES,"1,067,698.77",NO,"1,084,439.2",7,6,,0,
POINT (-78.877975639893 42.929526304696),"5,984",{A2727413-4925-4830-A0AD-40855CE74FD8},19E 15S POLE 8-11; W OF LOT 4,5-3-B1C-0018,18,,KENNEDY K-81,UNNAMED,"OTHER, 0",,,0,ELMWOOD,09/18/2006 12:00:00 AM +0000,B1C,OTHER,YES,"1,067,529.2690000001",NO,"1,069,383.1529999999",5,3,,0,BUFF PSYCH CTR
POINT (-78.822513898811 42.851381651551),"3,959",{BE27FB2E-9209-4C91-AA5F-1BBA6D63821B},29N 65E POLE 23 HUBBELL,19-10-F2D-0063,63,26,HOWARD IRON,HUBBELL,"RED w/ RED CAP, 6",,,6,SOUTHSIDE,08/30/2006 12:00:00 AM +0000,F2D,RED w/ RED CAP,YES,"1,039,002.54",NO,"1,084,155.5209999999",19,10,,0,
POINT (-78.820574852441 42.940057376872),"6,432",{DB61EA63-23F6-438C-9D6A-6EF4CD770EB2},5S POLE 457,7-5-B3A-0012,12,SWC,OTHER,EAST AMHERST,"RED w/ RED CAP, 6",,,6,POULTNEY,02/22/2006 12:00:00 AM +0000,B3A,RED w/ RED CAP,YES,"1,071,318.72",NO,"1,084,766.5600000001",7,5,,0,
POINT (-78.813462806681 42.925182111379),"6,718",{28A53469-2B6D-465D-887D-BFDE295B4F61},17E POLE 2589,7-6-B3C-0033,33,NEC,KENNEDY K-81,BAILEY,"RED w/ RED CAP, 8",,,8,GERALD,03/03/2006 12:00:00 AM +0000,B3C,RED w/ RED CAP,YES,"1,065,892.1399999999",NO,"1,086,656.0900000001",7,6,,0,
POINT (-78.828616666007 42.912983869228),75,{64E7D216-665C-4A61-9EC1-C30314EE71AD},14S 7W POLE,10-6-C3A-0075,75,64A,KENNEDY K-81,DONOVAN,"RED w/ RED CAP, 6",,,6,E FERRY,04/21/2006 12:00:00 AM +0000,C3A,RED w/ RED CAP,YES,"1,061,457.97",NO,"1,082,584.47",10,6,,0,
POINT (-78.852260056256 42.9168162981),"7,482",{3AFD2595-59AD-42C8-BF04-B1B74CECDD36},10S NO PARKING SIGN,9-7-C2A-0036,36,SWC,HOWARD IRON,LONSDALE,"RED w/ RED CAP, 8",,,8,BRUNSWICK,09/27/2006 12:00:00 AM +0000,C2A,RED w/ RED CAP,YES,"1,062,874.0460000001",NO,"1,076,255.2720000001",9,7,,0,
POINT (-78.816857811518 42.834611799301),"4,504",{8476B834-E406-4BCD-AB9A-760ADB97E0EC},36S 4E POLE 184,21-10-G2C-0013,13,181,MATHEWS NEW,DOWNING,"RED w/ RED CAP, 12",,,12,LATONA,04/28/2005 12:00:00 AM +0000,G2C,RED w/ RED CAP,YES,"1,032,886.61",NO,"1,085,655.26",21,10,,0,
POINT (-78.893988282924 42.897871719356),536,{F2A2DA0B-1FE9-45FE-8919-EF01BA201F9E},OPP 61 LAKEVIEW,11-1-D1A-0077,77,SWC,MUELLER,LAKEVIEW,"RED w/ WHITE CAP, 48",,,48,JERSEY,08/31/2006 12:00:00 AM +0000,D1A,RED w/ WHITE CAP,YES,"1,056,008.22",NO,"1,065,052.1939999999",11,1,,0,
POINT (-78.823575643306 42.842851407525),"4,316",{0B4D500A-59AF-4887-8206-B718C52435A4},18E 2S SEC,21-10-G2A-0090,90,SEC,MUELLER,SOUTH PARK,"RED w/ RED CAP, 6",,,6,SHEFFIELD,11/10/2004 12:00:00 AM +0000,G2A,RED w/ RED CAP,YES,"1,035,894.55",NO,"1,083,861.95",21,10,,0,
POINT (-78.892369545376 42.945917422935),"2,262",{B770DC7E-B576-4ADA-9BD5-4D1124383B06},10N NWC,1-3-A1C-0036,36,NWC,MUELLER,HERTEL,"RED w/ RED CAP, 6",,,6,SHORT,08/04/2005 12:00:00 AM +0000,A1C,RED w/ RED CAP,YES,"1,073,516.8500000001",NO,"1,065,550.25",1,3,,0,
POINT (-78.84572937866 42.882342136506),"3,184",{D3A5A580-763A-4D80-849F-A21F92E94A93},6N STOP SIGN; 15N POLE 80,15-8-E2B-0030,30,NWC,RD WOOD,LORD,"RED w/ RED CAP, 6",,,6,ONEIDA,09/22/2006 12:00:00 AM +0000,E2B,RED w/ RED CAP,YES,"1,050,304.4890000001",NO,"1,077,965.453",15,8,,0,
